# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 19 09:09:12 2022
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum <> 1
# CONSTRAINT:  and sy_diststr not null)
# CONSTRAINT:  order by sy_dist asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_plx:         Parallax [mas]
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,pl_rvamp,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_dist,sy_plx
Kepler-222 d,Kepler-222,1,3,28.08191200,0.180000,3.690,0.329,13.20000,0.04150,M-R relationship,1.440000,0.000000,15.09,522,89.460,47.380000,0.04072,,,5433.00,0.87,0.88,0.050,[Fe/H],-0.338,4.55,0.700,2.17808,,,,19h11m37.46s,287.9060885,+46d56m15.89s,46.9377479,758.8540000,1.2893100
Kepler-1693 b,Kepler-1693,1,2,12.09990000,0.101100,1.289,0.115,2.21000,0.00695,M-R relationship,5.670000,0.000000,100.37,807,89.690,26.040000,0.01200,,,5432.34,0.88,0.95,0.026,[M/H],-0.218,4.53,0.800,1.97682,,,,19h20m48.37s,290.2015581,+48d11m08.81s,48.1857799,760.0650000,1.2871300
Kepler-1693 c,Kepler-1693,1,2,5.36370993,0.058800,0.977,0.087,0.89400,0.00281,M-R relationship,5.270000,0.000000,296.73,1059,89.970,13.800000,0.00963,,,5553.00,1.10,0.94,0.160,[Fe/H],-0.218,4.33,0.800,1.83604,,,,19h20m48.37s,290.2015581,+48d11m08.81s,48.1857799,760.0650000,1.2871300
Kepler-250 b,Kepler-250,1,3,4.14814100,0.048000,1.130,0.101,1.51000,0.00474,M-R relationship,5.750000,0.000000,148.10,938,89.580,12.610000,0.01175,,,5160.00,0.81,0.83,0.020,[Fe/H],-0.457,4.57,13.200,2.20456,,,,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.5850000,1.2864900
Kepler-250 c,Kepler-250,1,3,7.15680400,0.069000,2.280,0.203,5.82000,0.01830,M-R relationship,2.700000,0.000000,71.50,782,88.680,20.940000,0.02776,,,5160.00,0.81,0.83,0.020,[Fe/H],-0.457,4.57,13.200,3.39024,,,,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.5850000,1.2864900
Kepler-250 d,Kepler-250,1,3,17.64831200,0.127000,2.180,0.194,5.39000,0.01700,M-R relationship,2.860000,0.000000,21.46,579,89.270,68.200000,0.02564,,,5160.00,0.81,0.83,0.020,[Fe/H],-0.457,4.57,13.200,19.29835,,,,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.5850000,1.2864900
Kepler-625 b,Kepler-625,1,2,7.75192492,0.076800,1.990,0.178,4.62000,0.01450,M-R relationship,3.220000,0.000000,407.83,852,87.830,16.690000,0.01852,,,5789.00,0.96,1.04,0.100,[Fe/H],0.406,4.49,1.510,0.51850,,,,19h28m36.11s,292.1504723,+39d38m15.09s,39.6375254,760.7080000,1.2858700
Kepler-625 c,Kepler-625,1,2,4.16536510,0.050800,1.050,0.094,1.16000,0.00364,M-R relationship,5.510000,0.000000,932.13,1048,87.830,9.750000,0.01012,,,5789.00,0.96,1.04,0.100,[Fe/H],0.406,4.49,1.510,0.51850,,,,19h28m36.11s,292.1504723,+39d38m15.09s,39.6375254,760.7080000,1.2858700
Kepler-363 b,Kepler-363,1,3,3.61456800,0.048000,1.160,0.103,1.65000,0.00521,M-R relationship,5.810000,0.000000,1000.24,1347,86.020,5.090000,0.00752,,,5593.00,1.49,1.10,0.397,[M/H],0.365,4.15,5.250,0.30006,,,,18h52m46.10s,283.1920779,+41d18m19.50s,41.3054172,762.5960000,1.2824400
Kepler-363 c,Kepler-363,1,3,7.54242700,0.079000,1.690,0.151,66.40000,0.20900,Mass,75.600000,0.000000,376.29,1054,88.440,8.300000,0.01050,,,5593.00,1.49,1.10,0.397,[M/H],0.365,4.15,5.250,0.30006,,,,18h52m46.10s,283.1920779,+41d18m19.50s,41.3054172,762.5960000,1.2824400
Kepler-363 d,Kepler-363,1,3,11.93212500,0.107000,2.050,0.183,4.86000,0.01530,M-R relationship,3.100000,0.000000,203.76,905,89.520,14.769000,0.01206,,,5593.00,1.49,1.10,0.397,[M/H],0.365,4.15,5.250,0.30006,,,,18h52m46.10s,283.1920779,+41d18m19.50s,41.3054172,762.5960000,1.2824400
Kepler-85 b,Kepler-85,1,4,8.30600000,0.076600,1.970,0.176,4.54000,0.01430,M-R relationship,3.260000,0.000000,107.03,809,88.140,7.360000,0.02179,,,5499.00,1.24,0.92,0.000,[Fe/H],-0.212,4.22,4.370,0.11974,,,,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,765.0250000,1.2786200
Kepler-85 c,Kepler-85,1,4,12.51300000,0.100700,2.180,0.194,20.90000,0.06600,Mass,11.100000,0.000000,61.93,706,88.140,9.670000,0.02406,,,5499.00,1.24,0.92,0.000,[Fe/H],-0.212,4.22,4.370,0.54818,,,,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,765.0250000,1.2786200
Kepler-85 d,Kepler-85,1,4,17.91323000,0.130000,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,0.000000,38.39,626,87.390,12.290000,0.01330,,,5436.00,0.89,0.87,-0.020,[Fe/H],-0.212,4.49,0.600,1.58577,,,,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,765.0250000,1.2786200
Kepler-85 e,Kepler-85,1,4,25.21675100,0.163000,1.270,0.113,0.60000,0.00189,Mass,1.600000,0.000000,24.32,559,88.740,15.440000,0.01266,,,5436.00,0.89,0.92,0.000,[Fe/H],-0.212,4.49,4.370,2.34641,,,,19h23m53.63s,290.9734395,+45d17m24.99s,45.2902761,765.0250000,1.2786200
Kepler-336 b,Kepler-336,1,3,2.02482300,0.033000,1.020,0.091,1.04000,0.00328,M-R relationship,5.390000,0.000000,1652.50,1625,87.610,2.620000,0.00771,,,5867.00,1.30,1.09,0.337,[M/H],0.260,4.26,4.900,0.67596,,,,19h20m57.03s,290.2376224,+41d19m52.91s,41.3313637,768.8600000,0.4289015
Kepler-336 c,Kepler-336,1,3,9.60000100,0.092000,2.100,0.187,5.06000,0.01590,M-R relationship,3.000000,0.000000,206.91,967,89.790,7.390000,0.01504,,,5867.00,1.30,1.09,0.337,[M/H],0.260,4.26,4.900,1.04528,,,,19h20m57.03s,290.2376224,+41d19m52.91s,41.3313637,768.8600000,0.4289015
Kepler-336 d,Kepler-336,1,3,20.67877200,0.154000,2.370,0.211,6.21000,0.01950,M-R relationship,2.560000,0.000000,74.36,749,88.550,12.320000,0.02070,,,5867.00,1.30,1.09,0.337,[M/H],0.260,4.26,4.900,0.96788,,,,19h20m57.03s,290.2376224,+41d19m52.91s,41.3313637,768.8600000,0.4289015
Kepler-1321 b,Kepler-1321,1,3,11.12830484,0.078100,4.920,0.439,21.50000,0.06760,M-R relationship,0.992000,0.000000,13.55,408,88.830,23.200000,0.08596,,,4094.00,0.53,0.54,-0.450,[Fe/H],-0.862,4.73,4.170,3.77092,,,,19h38m06.86s,294.5285970,+46d38m27.15s,46.6408737,769.1460000,1.2752800
Kepler-1321 c,Kepler-1321,1,3,2.22649109,0.026700,2.400,0.214,6.35000,0.02000,M-R relationship,2.520000,0.000000,115.91,697,89.730,10.304000,0.04224,,,4094.00,0.53,0.54,-0.450,[Fe/H],-0.862,4.73,4.170,4.17521,,,,19h38m06.86s,294.5285970,+46d38m27.15s,46.6408737,769.1460000,1.2752800
Kepler-1321 d,Kepler-1321,1,3,5.72092009,0.050100,2.628,0.234,7.41000,0.02330,M-R relationship,2.240000,0.000000,15.84,509,89.410,16.240000,0.03242,,,3640.00,0.50,0.51,0.210,[Fe/H],-0.862,4.74,4.170,2.47495,,,,19h38m06.86s,294.5285970,+46d38m27.15s,46.6408737,769.1460000,1.2752800
Kepler-368 b,Kepler-368,1,2,26.84768000,0.186000,3.260,0.291,10.70000,0.03360,M-R relationship,1.700000,0.000000,107.58,800,88.580,19.100000,0.01469,,,5502.00,2.02,0.97,0.030,[M/H],0.562,3.90,10.470,0.12675,,,0.20,19h27m31.20s,291.8800180,+45d23m16.23s,45.3878419,770.9780000,1.2685400
Kepler-368 c,Kepler-368,1,2,72.37933400,0.360000,3.880,0.346,14.30000,0.04510,M-R relationship,1.350000,0.000000,28.68,575,88.950,71.190000,0.01738,,,5502.00,2.02,0.97,0.030,[M/H],0.562,3.90,10.470,0.12675,,,0.20,19h27m31.20s,291.8800180,+45d23m16.23s,45.3878419,770.9780000,1.2685400
Kepler-157 b,Kepler-157,1,3,1.73234200,0.028000,1.320,0.118,2.30000,0.00724,M-R relationship,5.500000,0.000000,1572.31,1546,88.240,6.029000,0.01152,,,5774.00,1.04,1.02,-0.059,[M/H],0.091,4.39,4.070,1.38122,,,,19h24m23.33s,291.0972257,+38d52m32.18s,38.8756049,773.7130000,1.2638000
Kepler-157 c,Kepler-157,1,3,13.54050000,0.110000,2.240,0.200,5.65000,0.01780,M-R relationship,2.760000,0.000000,101.75,779,89.560,23.240000,0.01930,,,5774.00,1.04,1.02,-0.059,[M/H],0.091,4.39,4.070,1.29576,,,,19h24m23.33s,291.0972257,+38d52m32.18s,38.8756049,773.7130000,1.2638000
Kepler-157 d,Kepler-157,1,3,7.02573474,0.069800,1.460,0.130,2.73000,0.00859,M-R relationship,4.820000,0.000000,244.06,969,86.800,25.680000,0.01290,,,5866.00,1.03,1.02,-0.010,[Fe/H],0.091,4.42,4.070,6.48970,,,,19h24m23.33s,291.0972257,+38d52m32.18s,38.8756049,773.7130000,1.2638000
Kepler-208 b,Kepler-208,1,4,4.22864000,0.054000,1.630,0.145,3.29000,0.01040,M-R relationship,4.170000,0.000000,639.58,1379,89.940,9.739000,0.01155,,,6092.00,1.31,1.16,-0.042,[M/H],0.309,4.26,4.370,1.00597,,,,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,775.3280000,1.2610200
Kepler-208 c,Kepler-208,1,4,7.46662300,0.079000,1.390,0.124,2.51000,0.00790,M-R relationship,5.140000,0.000000,300.17,1141,88.980,8.390000,0.01029,,,6092.00,1.31,1.16,-0.042,[M/H],0.309,4.26,4.370,1.01679,,,,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,775.3280000,1.2610200
Kepler-208 d,Kepler-208,1,4,11.13178600,0.103000,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,0.000000,176.28,999,89.020,11.000000,0.00891,,,6092.00,1.31,1.16,-0.042,[M/H],0.309,4.26,4.370,1.26617,,,,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,775.3280000,1.2610200
Kepler-208 e,Kepler-208,1,4,16.25945800,0.132000,1.480,0.132,2.79000,0.00879,M-R relationship,4.730000,0.000000,106.34,880,89.290,14.100000,0.01052,,,6092.00,1.31,1.16,-0.042,[M/H],0.309,4.26,4.370,1.98469,,,,19h35m33.65s,293.8901979,+42d31m40.59s,42.5279413,775.3280000,1.2610200
Kepler-306 b,Kepler-306,1,4,4.64618600,0.050000,1.520,0.136,2.92000,0.00920,M-R relationship,4.570000,0.000000,127.25,830,83.180,15.200000,0.01955,,,4954.00,0.72,0.81,-0.080,[Fe/H],-0.469,4.61,2.630,3.07953,,,,19h14m09.29s,288.5387145,+40d36m57.80s,40.6160545,775.6790000,1.2610300
Kepler-306 c,Kepler-306,1,4,7.24019300,0.067000,2.350,0.210,6.12000,0.01930,M-R relationship,2.590000,0.000000,70.45,716,88.290,19.580000,0.02780,,,4954.00,0.72,0.81,-0.080,[Fe/H],-0.469,4.61,2.630,2.71033,,,,19h14m09.29s,288.5387145,+40d36m57.80s,40.6160545,775.6790000,1.2610300
Kepler-306 d,Kepler-306,1,4,17.32664400,0.120000,2.470,0.220,6.66000,0.02100,M-R relationship,2.430000,0.000000,21.98,535,88.000,28.640000,0.02761,,,4954.00,0.72,0.81,-0.080,[Fe/H],-0.469,4.61,2.630,1.48104,,,,19h14m09.29s,288.5387145,+40d36m57.80s,40.6160545,775.6790000,1.2610300
Kepler-306 e,Kepler-306,1,4,44.84097500,0.227000,2.270,0.203,5.77000,0.01820,M-R relationship,2.710000,0.000000,6.18,390,88.500,63.900000,0.02947,,,4954.00,0.72,0.81,-0.080,[Fe/H],-0.469,4.61,2.630,2.45486,,,,19h14m09.29s,288.5387145,+40d36m57.80s,40.6160545,775.6790000,1.2610300
Kepler-46 b,Kepler-46,1,3,33.60134000,0.196800,9.057,0.808,1907.00000,6.00000,Mass,14.000000,0.010000,10.90,543,89.038,45.100000,0.08870,,,5155.00,0.94,0.90,0.410,[M/H],-0.255,4.45,9.700,1.53000,,,,19h17m04.50s,289.2687388,+42d36m15.05s,42.6041819,777.0600000,1.2585900
Kepler-46 c,Kepler-46,1,3,57.01100000,0.279900,13.500,1.210,119.49900,0.37600,Mass,0.267000,0.014600,,455,87.400,64.100000,,,,5155.00,0.94,0.90,0.410,[M/H],-0.255,4.45,9.700,1.53000,,,,19h17m04.50s,289.2687388,+42d36m15.05s,42.6041819,777.0600000,1.2585900
Kepler-46 d,Kepler-46,1,3,6.76658900,0.067000,1.640,0.146,3.33000,0.01050,M-R relationship,4.150000,0.000000,92.35,845,88.510,15.800000,0.01938,,,5309.00,0.79,0.92,0.370,[Fe/H],-0.378,4.58,4.500,1.85399,,,,19h17m04.50s,289.2687388,+42d36m15.05s,42.6041819,777.0600000,1.2585900
Kepler-311 b,Kepler-311,1,2,9.17609200,0.087000,1.700,0.152,3.53000,0.01110,M-R relationship,3.950000,0.000000,201.36,960,89.630,16.573000,0.01313,,,5905.00,1.19,1.08,-0.010,[Fe/H],0.193,4.31,1.950,1.01776,,,,18h48m14.71s,282.0612731,+47d05m07.79s,47.0854984,778.6540000,1.2554500
Kepler-311 c,Kepler-311,1,2,19.73828600,0.145000,1.430,0.128,2.63000,0.00829,M-R relationship,4.940000,0.000000,72.46,744,88.060,14.100000,0.01315,,,5905.00,1.19,1.08,-0.010,[Fe/H],0.193,4.31,1.950,0.57244,,,,18h48m14.71s,282.0612731,+47d05m07.79s,47.0854984,778.6540000,1.2554500
Kepler-257 b,Kepler-257,1,3,2.38266700,0.034000,2.610,0.233,7.32000,0.02300,M-R relationship,2.260000,0.000000,553.53,1237,84.740,9.690000,0.02516,,,5180.00,1.04,0.85,0.040,[Fe/H],-0.378,4.36,14.000,3.03443,,,,19h49m15.84s,297.3159994,+46d01m23.75s,46.0232642,780.2560000,1.2535300
Kepler-257 c,Kepler-257,1,3,6.58148400,0.066000,5.410,0.483,25.20000,0.07940,M-R relationship,0.875000,0.000000,142.63,881,89.530,16.835000,0.04493,,,5180.00,1.04,0.85,0.040,[Fe/H],-0.378,4.36,14.000,1.89825,,,,19h49m15.84s,297.3159994,+46d01m23.75s,46.0232642,780.2560000,1.2535300
Kepler-257 d,Kepler-257,1,3,24.66455100,0.160000,4.950,0.442,21.70000,0.06830,M-R relationship,0.983000,0.000000,24.53,567,88.980,41.000000,0.05190,,,5180.00,1.04,0.85,0.040,[Fe/H],-0.378,4.36,14.000,2.81619,,,,19h49m15.84s,297.3159994,+46d01m23.75s,46.0232642,780.2560000,1.2535300
Kepler-280 b,Kepler-280,1,2,2.13954200,0.032000,1.450,0.129,2.70000,0.00849,M-R relationship,4.870000,0.000000,821.89,1425,87.190,8.089000,0.01514,,,5744.00,0.89,0.96,0.121,[M/H],-0.064,4.54,4.270,1.74800,,,,19h25m33.73s,291.3905325,+42d10m49.70s,42.1804735,780.3610000,1.2528000
Kepler-280 c,Kepler-280,1,2,4.80709100,0.056000,2.010,0.179,4.70000,0.01480,M-R relationship,3.180000,0.000000,279.08,1088,86.650,13.500000,0.01970,,,5744.00,0.89,0.96,0.121,[M/H],-0.064,4.54,4.270,64.09612,,,,19h25m33.73s,291.3905325,+42d10m49.70s,42.1804735,780.3610000,1.2528000
Kepler-342 b,Kepler-342,1,4,15.17031800,0.128000,2.250,0.201,5.69000,0.01790,M-R relationship,2.740000,0.000000,160.26,905,85.520,11.850000,0.01412,,,6175.00,1.47,1.26,-0.001,[M/H],0.453,4.19,2.040,0.49444,,,,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000,1.2506400
Kepler-342 c,Kepler-342,1,4,26.23413800,0.185000,1.960,0.175,4.50000,0.01420,M-R relationship,3.280000,0.000000,77.29,754,86.140,78.870000,0.01238,,,6175.00,1.47,1.26,-0.001,[M/H],0.453,4.19,2.040,0.49444,,,,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000,1.2506400
Kepler-342 d,Kepler-342,1,4,39.45935700,0.242000,2.490,0.222,6.76000,0.02130,M-R relationship,2.410000,0.000000,44.83,658,84.570,22.400000,0.01695,,,6175.00,1.47,1.26,-0.001,[M/H],0.453,4.19,2.040,0.01292,,,,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000,1.2506400
Kepler-342 e,Kepler-342,1,4,1.64422461,0.029300,0.880,0.079,0.61500,0.00193,M-R relationship,4.960000,0.000000,3111.32,1897,58.940,1.825000,0.00647,,,6366.00,1.34,1.26,0.120,[Fe/H],0.453,4.28,2.040,0.49444,,,,19h30m42.73s,292.6780488,+46d43m36.05s,46.7266813,781.6110000,1.2506400
Kepler-224 b,Kepler-224,1,4,3.13292400,0.038000,1.390,0.124,2.51000,0.00790,M-R relationship,5.140000,0.000000,201.49,937,89.290,11.188000,0.01968,,,5018.00,0.68,0.82,-0.270,[Fe/H],-0.514,4.64,2.290,2.69909,,,,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,782.0880000,1.2504000
Kepler-224 c,Kepler-224,1,4,5.92500300,0.058000,3.120,0.278,9.91000,0.03120,M-R relationship,1.790000,0.000000,86.33,758,84.900,9.550000,0.03600,,,5018.00,0.68,0.82,-0.270,[Fe/H],-0.514,4.64,2.290,0.52473,,,,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,782.0880000,1.2504000
Kepler-224 d,Kepler-224,1,4,11.34939300,0.089000,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,0.000000,36.29,610,89.140,28.710000,0.03348,,,5018.00,0.68,0.82,-0.270,[Fe/H],-0.514,4.64,2.290,3.47552,,,,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,782.0880000,1.2504000
Kepler-224 e,Kepler-224,1,4,18.64357700,0.124000,1.970,0.176,4.54000,0.01430,M-R relationship,3.260000,0.000000,18.73,517,89.150,82.950000,0.02625,,,5018.00,0.68,0.82,-0.270,[Fe/H],-0.514,4.64,2.290,31.06171,,,,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,782.0880000,1.2504000
Kepler-51 b,Kepler-51,1,3,45.15400000,0.251400,7.100,0.633,2.10000,0.00700,Mass,0.030000,0.040000,10.12,543,89.780,61.500000,0.07414,,,6018.00,0.94,1.04,0.050,[M/H],-0.142,4.51,0.300,2.16000,,8.22,,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.8310000,1.2472600
Kepler-51 c,Kepler-51,1,3,85.31200000,0.384000,9.000,0.803,4.00000,0.01300,Mass,0.030000,0.014000,4.33,439,89.440,94.100000,0.09400,,,6018.00,0.94,1.04,0.050,[M/H],-0.142,4.51,0.300,2.16000,,8.22,,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.8310000,1.2472600
Kepler-51 d,Kepler-51,1,3,130.19400000,0.509000,9.700,0.865,7.60000,0.02400,Mass,0.046000,0.008000,2.47,381,89.910,124.700000,0.10141,,,6018.00,0.94,1.04,0.050,[M/H],-0.142,4.51,0.300,2.16000,,8.22,,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.8310000,1.2472600
Kepler-219 b,Kepler-219,1,3,4.58551200,0.057000,2.950,0.263,9.01000,0.02830,M-R relationship,1.930000,0.000000,456.73,1307,82.380,10.563000,0.01818,,,5786.00,1.49,1.17,0.361,[M/H],0.214,4.16,4.000,1.06034,,,,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.0700000,1.2417800
Kepler-219 c,Kepler-219,1,3,22.71461300,0.165000,3.580,0.319,12.50000,0.03940,M-R relationship,1.500000,0.000000,54.10,766,87.360,29.400000,0.02142,,,5786.00,1.49,1.17,0.361,[M/H],0.214,4.16,4.000,0.73757,,,,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.0700000,1.2417800
Kepler-219 d,Kepler-219,1,3,47.90364500,0.272000,2.810,0.251,19.10000,0.06000,Mass,4.730000,0.000000,20.01,598,88.020,63.600000,0.01761,,,5786.00,1.49,1.17,0.361,[M/H],0.214,4.16,4.000,2.12046,,,,19h14m57.35s,288.7389481,+46d45m45.33s,46.7625929,787.0700000,1.2417800
Kepler-148 b,Kepler-148,1,3,1.72936600,0.028000,1.800,0.161,3.89000,0.01230,M-R relationship,3.670000,0.000000,609.02,1284,87.870,7.660000,0.01949,,,5272.00,0.85,0.86,0.140,[Fe/H],-0.383,4.55,11.200,2.84319,,,,19h19m08.68s,289.7861626,+46d51m31.74s,46.8588176,791.1630000,1.2354500
Kepler-148 c,Kepler-148,1,3,4.18004300,0.050000,3.600,0.321,12.60000,0.03980,M-R relationship,1.480000,0.000000,187.20,957,89.800,13.534000,0.03693,,,5272.00,0.85,0.86,0.140,[Fe/H],-0.383,4.55,11.200,2.68413,,,,19h19m08.68s,289.7861626,+46d51m31.74s,46.8588176,791.1630000,1.2354500
Kepler-148 d,Kepler-148,1,3,51.84688575,0.260700,8.680,0.774,56.30000,0.17700,M-R relationship,0.473000,0.000000,6.53,413,89.450,72.950000,0.09785,,,5172.00,0.81,0.86,0.070,[Fe/H],-0.383,4.56,4.680,2.53222,,,,19h19m08.68s,289.7861626,+46d51m31.74s,46.8588176,791.1630000,1.2354500
Kepler-760 b,Kepler-760,1,2,8.70419416,0.077200,3.060,0.273,9.59000,0.03020,M-R relationship,1.840000,0.000000,84.41,748,88.600,20.400000,0.03286,,,5322.00,0.85,0.89,0.080,[Fe/H],-0.280,4.54,4.570,2.12083,,,,19h10m22.37s,287.5931997,+44d10m45.94s,44.1794278,792.3360000,1.2336400
Kepler-760 c,Kepler-760,1,2,2.46697439,0.033300,1.480,0.132,2.79000,0.00879,M-R relationship,4.730000,0.000000,453.65,1139,86.610,11.970000,0.01642,,,5322.00,0.85,0.89,0.080,[Fe/H],-0.280,4.54,4.570,5.32948,,,,19h10m22.37s,287.5931997,+44d10m45.94s,44.1794278,792.3360000,1.2336400
Kepler-312 b,Kepler-312,1,2,1.77241900,0.031000,1.290,0.115,2.21000,0.00696,M-R relationship,5.660000,0.000000,4124.02,1685,89.940,5.572000,0.00815,,,6115.00,1.47,1.20,0.121,[M/H],0.598,4.19,1.480,0.30899,,,,19h53m34.98s,298.3957687,+42d27m35.18s,42.4597712,797.7200000,1.2251700
Kepler-312 c,Kepler-312,1,2,19.74741200,0.153000,3.150,0.281,10.10000,0.03170,M-R relationship,1.780000,0.000000,165.82,754,89.060,44.990000,0.02193,,,6115.00,1.47,1.23,0.121,[M/H],0.598,4.19,1.480,0.30899,,,,19h53m34.98s,298.3957687,+42d27m35.18s,42.4597712,797.7200000,1.2251700
Kepler-529 b,Kepler-529,1,3,1.98035766,0.030900,1.860,0.166,4.12000,0.01300,M-R relationship,3.520000,0.000000,1808.41,1662,80.890,4.090000,0.01548,,,6087.00,1.14,1.07,-0.100,[Fe/H],0.207,4.35,3.980,1.10938,,,,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.0080000,0.5515783
Kepler-529 c,Kepler-529,1,3,12.83450220,0.107500,2.000,0.178,4.66000,0.01470,M-R relationship,3.200000,0.000000,149.42,891,83.970,14.200000,0.01621,,,6087.00,1.14,1.07,-0.100,[Fe/H],0.207,4.35,3.980,0.08653,,,,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.0080000,0.5515783
Kepler-529 d,Kepler-529,1,3,35.86619949,0.213400,2.795,0.249,8.22000,0.02590,M-R relationship,2.070000,0.000000,37.92,633,85.140,28.200000,0.01561,,,6078.00,1.19,1.01,-0.160,[Fe/H],0.207,4.29,0.200,0.02164,,,,19h03m33.22s,285.8884067,+47d52m49.31s,47.8803640,799.0080000,0.5515783
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1,2,,1.260000,0.997,0.089,0.96000,0.00302,Mass,5.320000,,,,,,,,,,,0.26,,,,,,,,,,18h07m39.60s,271.9150000,-28d29m06.8s,-28.4852222,800.0000000,
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,1,2,,0.120000,12.200,1.090,4894.55747,15.40000,Mass,14.800000,,,,,,,,,,,0.26,,,,,,,,,,18h07m39.60s,271.9150000,-28d29m06.8s,-28.4852222,800.0000000,
Kepler-387 b,Kepler-387,1,2,6.79163600,0.068000,1.030,0.092,1.08000,0.00340,M-R relationship,5.430000,0.000000,304.08,994,89.550,15.560000,0.00932,,,5774.00,1.05,0.82,-0.400,[M/H],0.137,4.35,1.010,1.49924,,,,19h11m11.58s,287.7982699,+45d39m24.36s,45.6567655,801.0520000,1.2195900
Kepler-387 c,Kepler-387,1,2,11.83754900,0.098000,0.890,0.079,0.64000,0.00201,M-R relationship,4.990000,0.000000,144.96,826,88.580,25.080000,0.00912,,,5774.00,1.05,0.82,-0.400,[M/H],0.137,4.35,1.010,2.13085,,,,19h11m11.58s,287.7982699,+45d39m24.36s,45.6567655,801.0520000,1.2195900
